Date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,PR,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
12-1991,102.01,103.78,102.88,102.49,99.57,103.68,96.81,98.49,101.14,101.04,101.52,101.7,99.92,103.29,106.48,102.8,101.73,101.05,101.95,104.93,98.39,102.63,100.31,102.81,100.56,102.33,101.4,111.42,101.99,101.51,103.22,95.46,100.08,104.46,102.61,100.57,103.26,102.46,106.31,101.6,96.77,101.7,102.54,103.3,102.23,100.78,104.76,101.18,101.7,97.94,103.92,104.17,102.99,105.99
01-1992,102.03,104.18,102.75,102.46,99.33,104.4,97.3,99.28,101.04,101.23,101.76,102,102.12,103.35,106.48,103,101.82,101.32,102.77,105.17,98.65,102.99,101.54,103.31,100.88,102.4,102.51,111.33,102.01,101.85,104.96,95.83,100.79,105.56,102.93,100.87,103.73,102.47,107.41,101.67,96.53,102,102.71,105.61,102.47,101.4,105.29,101.45,102,98.59,103.82,104.64,103.07,106.22
02-1992,102.04,104.58,102.62,102.44,99.1,105.13,97.78,100.07,100.95,101.42,102,102.3,104.33,103.4,106.49,103.19,101.92,101.59,103.6,105.41,98.91,103.35,102.77,103.81,101.19,102.48,103.62,111.24,102.04,102.19,106.69,96.19,101.49,106.65,103.25,101.17,104.2,102.47,108.51,101.75,96.3,102.3,102.87,107.92,102.72,102.01,105.83,101.72,102.3,99.23,103.72,105.11,103.15,106.44
03-1992,102.74,104.5,103.09,102.06,98.69,106.42,96.82,100.1,100.56,101.21,101.63,102.4,101.41,104.59,107.78,103.8,102.86,101.62,103.44,106.25,97.97,102.55,101.12,104.19,101.74,102.83,103.65,112.08,102.1,103.07,106.83,95.47,100.96,106.79,102.76,100.93,104.76,102.56,109.28,101.98,95.55,102.4,103.03,107.53,102.52,102.02,107.29,101.27,102.4,99.66,104.26,106.39,104.91,107.26
04-1992,103.44,104.42,103.55,101.68,98.28,107.71,95.86,100.13,100.17,101,101.27,102.5,98.49,105.78,109.08,104.42,103.8,101.65,103.28,107.1,97.03,101.75,99.47,104.58,102.29,103.18,103.69,112.92,102.16,103.96,106.96,94.75,100.42,106.93,102.28,100.7,105.33,102.65,110.05,102.21,94.81,102.5,103.18,107.14,102.32,102.02,108.75,100.83,102.5,100.09,104.8,107.66,106.67,108.08
05-1992,104.14,104.34,104.01,101.31,97.87,109,94.9,100.16,99.79,100.79,100.9,102.6,95.57,106.97,110.37,105.03,104.74,101.69,103.12,107.94,96.09,100.95,97.82,104.97,102.84,103.52,103.72,113.75,102.23,104.84,107.1,94.02,99.89,107.07,101.8,100.46,105.9,102.73,110.82,102.45,94.06,102.6,103.34,106.74,102.13,102.03,110.21,100.38,102.6,100.52,105.34,108.93,108.43,108.89
06-1992,104.42,105.28,104.38,101.81,97.91,109.62,94.9,101.02,99.68,101.33,101.76,103,98.17,107.52,110.97,105.19,104.94,102.57,103.89,108.28,96.38,101.77,98.66,105.18,103.39,103.83,103.6,115.36,102.78,104.38,107.86,93.65,100.17,107.53,102.73,100.76,106.25,103.02,111.71,102.45,94.27,103,103.86,107.75,103.08,102.52,110.14,100.86,103,99.94,106.22,109.3,107.74,109.19
07-1992,104.69,106.22,104.75,102.31,97.94,110.24,94.9,101.89,99.57,101.87,102.63,103.4,100.78,108.07,111.56,105.36,105.14,103.45,104.67,108.61,96.66,102.6,99.51,105.4,103.95,104.13,103.48,116.97,103.34,103.91,108.63,93.27,100.45,107.99,103.67,101.07,106.6,103.32,112.59,102.45,94.49,103.4,104.39,108.76,104.04,103.01,110.08,101.35,103.4,99.36,107.1,109.67,107.05,109.48
08-1992,104.97,107.16,105.12,102.8,97.97,110.85,94.9,102.75,99.47,102.42,103.49,103.8,103.38,108.62,112.15,105.52,105.34,104.34,105.45,108.95,96.95,103.42,100.35,105.61,104.5,104.44,103.35,118.58,103.9,103.45,109.39,92.89,100.74,108.45,104.61,101.37,106.95,103.61,113.47,102.45,94.7,103.8,104.92,109.77,104.99,103.5,110.02,101.83,103.8,98.78,107.98,110.03,106.36,109.78
09-1992,104.59,107.63,105.28,103.17,97.34,111.85,95.53,101.25,100.12,102.55,103.43,104,103.16,108.63,113.08,106.04,105.55,104.27,105.72,109.68,97.21,103.46,100.5,105.91,104.45,104.39,103.52,119.65,104.35,104.18,109.88,93.28,101,109.12,104.71,101.95,107.33,104.23,114.08,102.68,95.51,104,105.27,110.15,104.98,103.78,111.67,101.93,104,99.43,108.11,110.57,106.39,111.12
10-1992,104.21,108.1,105.43,103.54,96.7,112.84,96.15,99.74,100.76,102.68,103.36,104.2,102.94,108.63,114,106.57,105.76,104.2,106,110.4,97.47,103.5,100.64,106.21,104.4,104.34,103.68,120.73,104.8,104.91,110.36,93.67,101.26,109.78,104.82,102.52,107.71,104.85,114.7,102.91,96.32,104.2,105.63,110.53,104.96,104.07,113.31,102.02,104.2,100.09,108.23,111.12,106.43,112.47
11-1992,103.83,108.57,105.59,103.91,96.06,113.84,96.78,98.24,101.41,102.81,103.3,104.4,102.71,108.64,114.93,107.09,105.97,104.14,106.28,111.13,97.73,103.53,100.79,106.51,104.35,104.3,103.85,121.8,105.25,105.64,110.84,94.07,101.52,110.45,104.92,103.1,108.09,105.46,115.31,103.14,97.13,104.4,105.99,110.9,104.95,104.36,114.96,102.12,104.4,100.75,108.36,111.66,106.46,113.81
12-1992,104.11,108.71,106.22,103.95,95.18,114.27,95.16,96.13,100.53,102.67,103.27,104.1,102.06,109.43,115.5,107.1,106.17,104.44,106.68,111.23,96.46,102.63,98.24,106.05,104.7,104.14,104.2,122.54,104.69,106.12,111.24,93.12,101.03,110.7,104.48,101.7,107.96,105.41,115.74,102.73,95.67,104.1,105.75,111.3,104.79,104.14,115.74,101.71,104.1,100.75,108.28,112.24,107,113.02
01-1993,104.39,108.84,106.86,103.99,94.31,114.7,93.54,94.02,99.65,102.52,103.24,103.8,101.41,110.23,116.07,107.12,106.37,104.74,107.07,111.34,95.2,101.73,95.68,105.59,105.05,103.98,104.56,123.29,104.12,106.6,111.64,92.18,100.53,110.94,104.05,100.3,107.83,105.36,116.18,102.32,94.21,103.8,105.51,111.7,104.63,103.93,116.51,101.3,103.8,100.75,108.19,112.82,107.54,112.23
02-1993,104.67,108.98,107.49,104.03,93.43,115.13,91.92,91.91,98.77,102.37,103.21,103.5,100.76,111.03,116.64,107.14,106.57,105.05,107.47,111.44,93.93,100.82,93.13,105.13,105.4,103.82,104.91,124.04,103.56,107.08,112.04,91.23,100.03,111.19,103.61,98.9,107.7,105.32,116.62,101.91,92.75,103.5,105.27,112.1,104.48,103.72,117.29,100.89,103.5,100.76,108.11,113.4,108.07,111.43
03-1993,105.49,109.3,108.19,104.52,93.33,116.92,91.75,94.35,99.1,102.91,103.81,104.2,101.85,111.62,117.21,107.76,107.49,105.66,108.2,112.15,95.06,101.35,95.49,106.23,106.23,104.77,105.32,125.84,104.47,108.2,112.95,91.6,100.37,113,104.61,99.98,108.71,106.27,117.9,102.57,92.97,104.2,105.34,113.75,105.38,104.43,119.23,101.45,104.2,100.68,109.05,114.43,109.71,112.91
04-1993,106.3,109.63,108.89,105,93.23,118.71,91.57,96.79,99.43,103.44,104.42,104.9,102.95,112.21,117.79,108.39,108.4,106.26,108.92,112.85,96.2,101.89,97.86,107.32,107.06,105.73,105.73,127.65,105.37,109.31,113.87,91.98,100.72,114.82,105.6,101.06,109.72,107.22,119.19,103.23,93.19,104.9,105.41,115.4,106.28,105.14,121.18,102.01,104.9,100.61,110,115.46,111.35,114.39
05-1993,107.11,109.95,109.59,105.49,93.13,120.5,91.4,99.23,99.76,103.97,105.03,105.7,104.04,112.81,118.36,109.02,109.32,106.87,109.65,113.56,97.33,102.42,100.22,108.41,107.89,106.69,106.13,129.46,106.28,110.43,114.78,92.35,101.06,116.64,106.59,102.14,110.73,108.18,120.48,103.89,93.41,105.7,105.49,117.05,107.19,105.85,123.12,102.57,105.7,100.54,110.95,116.5,112.99,115.87
06-1993,107.29,110.72,110.38,105.83,92.55,122.08,91.79,99.33,99.64,104.18,105.08,105.9,102.19,113.92,120.67,109.74,109.58,107.74,109.89,114.42,97.35,102.65,99.14,108.57,108.38,107.29,106.71,130.25,106.56,111.36,115.51,92.48,101.28,117.32,106.46,101.92,111.17,108.57,121.4,103.89,93.21,105.9,106.32,117.13,107.71,106.23,124.94,102.59,105.9,100.21,111.67,117.45,113.61,117.56
07-1993,107.48,111.49,111.17,106.17,91.98,123.66,92.19,99.44,99.53,104.38,105.13,106.2,100.35,115.04,122.97,110.45,109.84,108.61,110.13,115.29,97.37,102.88,98.06,108.72,108.88,107.89,107.29,131.04,106.84,112.29,116.24,92.61,101.51,118,106.33,101.7,111.6,108.96,122.32,103.9,93.02,106.2,107.16,117.21,108.22,106.62,126.77,102.61,106.2,99.88,112.39,118.4,114.24,119.25
08-1993,107.66,112.26,111.96,106.52,91.41,125.24,92.58,99.54,99.41,104.59,105.17,106.5,98.5,116.15,125.27,111.16,110.1,109.49,110.37,116.15,97.39,103.12,96.97,108.88,109.37,108.49,107.87,131.83,107.13,113.22,116.97,92.74,101.73,118.69,106.2,101.48,112.03,109.35,123.24,103.91,92.82,106.5,108,117.29,108.74,107.01,128.59,102.64,106.5,99.55,113.11,119.35,114.87,120.93
09-1993,108.68,112.65,111.64,107.56,91.05,126.13,92.38,96.04,99.29,104.95,105.54,106.7,99.57,116.9,125.24,111,110.66,109.8,110.49,117.01,97.23,103.06,96.66,109.1,109.42,108.68,108.25,133.89,107.6,113.6,118.27,92.66,101.71,119.08,106.42,101.25,112.46,110.14,124.36,104.21,92.8,106.7,108.15,118.12,109.11,107.37,130.51,102.73,106.7,100.04,113.45,119.88,113.85,121.68
10-1993,109.7,113.04,111.33,108.6,90.7,127.03,92.17,92.55,99.16,105.3,105.91,106.9,100.63,117.64,125.2,110.83,111.23,110.12,110.6,117.88,97.08,103,96.34,109.32,109.47,108.87,108.63,135.95,108.06,113.99,119.56,92.58,101.69,119.47,106.64,101.02,112.89,110.93,125.48,104.51,92.78,106.9,108.3,118.95,109.48,107.73,132.42,102.82,106.9,100.53,113.79,120.41,112.83,122.43
11-1993,110.72,113.43,111.01,109.65,90.35,127.93,91.97,89.05,99.04,105.65,106.27,107.1,101.7,118.39,125.17,110.66,111.79,110.43,110.71,118.74,96.92,102.94,96.03,109.54,109.53,109.06,109.01,138.01,108.53,114.37,120.85,92.51,101.67,119.87,106.86,100.79,113.32,111.71,126.6,104.82,92.75,107.1,108.45,119.78,109.85,108.1,134.34,102.91,107.1,101.02,114.13,120.93,111.81,123.17
12-1993,110.72,113.61,112.55,109.62,89.78,129.16,91.65,91.34,98.2,105.79,106.3,107.2,100.33,118.51,125.2,111.3,111.9,110.95,111.96,119.15,96.79,102.67,96.8,109.85,110.04,109.59,109.66,137.38,108.75,114.48,120.54,93.22,101.82,121.77,107.08,100.17,113.32,111.56,127.26,104.59,92.54,107.2,108.63,120.55,110.38,108.23,135.36,102.84,107.2,101.01,114.35,121.63,113.64,124.51
01-1994,110.71,113.79,114.1,109.59,89.22,130.4,91.32,93.63,97.36,105.92,106.34,107.4,98.97,118.63,125.22,111.93,112.02,111.47,113.21,119.56,96.66,102.4,97.57,110.16,110.56,110.11,110.31,136.74,108.97,114.59,120.23,93.93,101.97,123.66,107.29,99.54,113.32,111.41,127.92,104.37,92.34,107.4,108.81,121.31,110.9,108.37,136.37,102.78,107.4,101,114.58,122.32,115.46,125.85
02-1994,110.7,113.96,115.64,109.56,88.65,131.63,91,95.93,96.53,106.06,106.37,107.5,97.6,118.75,125.25,112.56,112.13,111.99,114.46,119.98,96.53,102.13,98.34,110.48,111.08,110.64,110.96,136.11,109.19,114.71,119.92,94.64,102.12,125.56,107.5,98.91,113.32,111.25,128.58,104.14,92.13,107.5,108.99,122.08,111.43,108.51,137.38,102.71,107.5,100.99,114.81,123.02,117.28,127.19
03-1994,110.84,114.85,116.01,110.66,88.63,133.52,91.28,96.58,97.86,106.19,107.09,108.1,98.69,119.34,127.08,113.35,112.97,113.05,114.76,120.88,97.11,102.79,98.31,111.46,111.84,111.22,111.76,139.76,109.94,116.12,120.44,94.07,102,126.29,108.19,99.45,114.48,112.32,130.41,104.54,92.71,108.1,109.59,123.24,112.1,109.02,140.37,103.28,108.1,101.25,116.06,124.14,117.51,127.88
04-1994,110.97,115.74,116.38,111.76,88.61,135.4,91.56,97.23,99.19,106.33,107.81,108.7,99.79,119.93,128.92,114.13,113.8,114.1,115.05,121.78,97.69,103.45,98.28,112.44,112.61,111.8,112.57,143.41,110.69,117.53,120.96,93.5,101.87,127.02,108.88,99.99,115.64,113.38,132.23,104.95,93.28,108.7,110.19,124.39,112.77,109.53,143.35,103.85,108.7,101.52,117.31,125.26,117.73,128.57
05-1994,111.1,116.62,116.75,112.86,88.58,137.28,91.85,97.88,100.52,106.46,108.53,109.4,100.89,120.52,130.76,114.92,114.64,115.16,115.35,122.69,98.27,104.1,98.25,113.43,113.37,112.38,113.37,147.06,111.44,118.94,121.48,92.93,101.75,127.75,109.57,100.53,116.79,114.45,134.06,105.35,93.86,109.4,110.8,125.55,113.44,110.04,146.33,104.43,109.4,101.79,118.56,126.38,117.95,129.26
06-1994,111.73,116.84,116.7,113.2,88.58,138.19,92.26,98.8,100.38,107.04,108.82,109.6,100.61,121.58,131.7,115.17,114.82,115.56,115.91,123.27,98.31,103.7,97.97,113.94,113.44,113.05,113.57,145.82,112.12,119.12,122.54,93.17,102.23,128.99,109.99,100.59,116.95,114.23,134.93,105.63,93.48,109.6,110.84,125.21,114.13,110.22,147.46,104.65,109.6,101.76,118.91,126.72,118.83,130.91
07-1994,112.36,117.05,116.65,113.55,88.57,139.1,92.67,99.72,100.25,107.63,109.12,109.9,100.34,122.64,132.65,115.42,115,115.96,116.48,123.84,98.35,103.3,97.69,114.46,113.5,113.73,113.77,144.59,112.8,119.31,123.59,93.42,102.72,130.22,110.41,100.66,117.11,114.01,135.8,105.91,93.09,109.9,110.88,124.86,114.82,110.41,148.59,104.87,109.9,101.73,119.26,127.05,119.72,132.57
08-1994,113,117.27,116.6,113.89,88.57,140.02,93.09,100.64,100.11,108.21,109.41,110.2,100.07,123.7,133.59,115.67,115.19,116.36,117.04,124.42,98.4,102.9,97.41,114.97,113.57,114.41,113.96,143.35,113.48,119.49,124.65,93.66,103.21,131.45,110.83,100.73,117.26,113.79,136.67,106.19,92.71,110.2,110.92,124.52,115.51,110.59,149.73,105.1,110.2,101.71,119.61,127.38,120.6,134.22
09-1994,112.05,117.52,117.67,114.8,88,140.1,92.7,97.09,100.21,108.31,109.74,110.2,99.58,123.41,133.46,115.71,115.56,116.35,117.13,123.71,98.42,102.65,96.68,115.21,113.85,114.16,114.42,144.78,113.92,119.44,124.42,93.93,102.46,132.16,110.77,100.05,117.53,114.63,137.48,105.87,92.33,110.2,111.17,125.88,115.48,110.57,150.6,105.3,110.2,100.97,119.48,127.68,120.13,134.43
10-1994,111.1,117.77,118.74,115.71,87.43,140.18,92.31,93.55,100.3,108.42,110.06,110.1,99.09,123.11,133.32,115.76,115.93,116.34,117.22,122.99,98.45,102.39,95.94,115.45,114.13,113.92,114.88,146.21,114.37,119.38,124.19,94.19,101.72,132.88,110.72,99.37,117.8,115.47,138.28,105.56,91.94,110.1,111.43,127.25,115.46,110.55,151.48,105.51,110.1,100.23,119.36,127.97,119.66,134.63
11-1994,110.16,118.02,119.81,116.62,86.86,140.27,91.92,90,100.39,108.53,110.39,110.1,98.6,122.82,133.19,115.81,116.29,116.33,117.3,122.28,98.48,102.14,95.21,115.69,114.41,113.68,115.33,147.64,114.82,119.33,123.96,94.46,100.97,133.59,110.67,98.68,118.07,116.31,139.09,105.24,91.55,110.1,111.68,128.61,115.44,110.52,152.36,105.71,110.1,99.48,119.24,128.27,119.18,134.83
12-1994,111.74,118.17,119.32,116.86,86.62,140.69,91.32,91.13,100.36,108.67,110.48,110.2,98.66,123.04,133.54,115.74,116.92,117.02,117.71,122.71,98.28,102.07,95.74,116.36,114.15,114.25,115.45,147.76,115.03,120.2,124.36,93.53,101.03,133.38,110.47,98.38,118.37,115.66,140.16,104.59,91.55,110.2,112.27,127,116.35,110.55,153.36,105.49,110.2,99.21,119.63,128.42,121.13,135.24
01-1995,113.31,118.32,118.83,117.1,86.38,141.1,90.72,92.27,100.34,108.82,110.57,110.3,98.72,123.26,133.89,115.67,117.55,117.71,118.12,123.15,98.07,101.99,96.27,117.03,113.89,114.81,115.58,147.88,115.25,121.08,124.77,92.6,101.09,133.17,110.27,98.08,118.67,115.01,141.24,103.93,91.54,110.3,112.85,125.4,117.27,110.58,154.36,105.26,110.3,98.94,120.01,128.56,123.07,135.64
02-1995,114.89,118.47,118.35,117.34,86.14,141.52,90.12,93.4,100.31,108.97,110.66,110.3,98.78,123.48,134.24,115.6,118.18,118.4,118.52,123.59,97.87,101.92,96.8,117.7,113.63,115.37,115.7,148,115.47,121.95,125.18,91.67,101.15,132.97,110.07,97.78,118.97,114.36,142.31,103.27,91.54,110.3,113.44,123.79,118.19,110.61,155.36,105.03,110.3,98.66,120.4,128.7,125.02,136.04
03-1995,115.39,118.86,119.46,117.75,86.09,142.66,90.26,91.68,99.9,108.96,111.29,110.8,97.61,124.43,134.74,116.58,118.48,119.11,119.16,124.99,98.47,101.73,97.21,119.07,114.66,115.78,116.51,148.49,115.81,122.68,126.49,92.8,101.18,134.27,111.46,98.42,119.62,115.07,143.14,104.16,91.84,110.8,113.64,126.68,118.58,111.09,156.27,105.31,110.8,99.79,120.31,129.62,123.97,137.83
04-1995,115.89,119.25,120.57,118.16,86.04,143.81,90.4,89.96,99.48,108.95,111.91,111.4,96.45,125.38,135.25,117.56,118.79,119.82,119.8,126.38,99.07,101.54,97.62,120.43,115.68,116.19,117.33,148.98,116.14,123.41,127.81,93.93,101.2,135.57,112.85,99.06,120.27,115.78,143.98,105.06,92.15,111.4,113.84,129.58,118.97,111.58,157.17,105.58,111.4,100.91,120.22,130.53,122.91,139.62
05-1995,116.4,119.65,121.68,118.57,85.99,144.95,90.54,88.24,99.07,108.94,112.53,111.9,95.28,126.34,135.75,118.53,119.09,120.53,120.44,127.77,99.67,101.34,98.03,121.8,116.7,116.6,118.14,149.48,116.48,124.14,129.12,95.06,101.22,136.87,114.24,99.7,120.92,116.49,144.81,105.95,92.46,111.9,114.04,132.47,119.36,112.06,158.08,105.85,111.9,102.04,120.13,131.44,121.86,141.41
06-1995,116.88,120.41,122.22,119.46,86.15,145.98,91.1,89.61,99.49,109.62,113.03,112.3,94.98,127.33,136.4,118.9,119.72,121.15,120.8,128.22,99.96,102.1,98.41,122.53,117.45,117.53,118.35,151.57,117.12,122.99,129.47,95.53,101.87,137.4,114.31,100.01,121.42,117.05,145.79,105.89,92.05,112.3,114.56,131.22,120.03,112.39,159.62,106.15,112.3,101.97,120.46,132.06,123.03,141.47
07-1995,117.36,121.17,122.75,120.36,86.3,147,91.66,90.99,99.92,110.31,113.52,112.8,94.68,128.33,137.04,119.27,120.35,121.76,121.16,128.67,100.26,102.86,98.78,123.26,118.19,118.46,118.57,153.66,117.77,121.84,129.81,95.99,102.53,137.93,114.38,100.33,121.93,117.62,146.78,105.83,91.65,112.8,115.08,129.96,120.69,112.71,161.17,106.46,112.8,101.89,120.8,132.68,124.2,141.52
08-1995,117.83,121.94,123.28,121.26,86.45,148.03,92.22,92.36,100.34,111,114.02,113.3,94.39,129.33,137.69,119.64,120.97,122.38,121.51,129.12,100.55,103.62,99.16,123.99,118.94,119.39,118.78,155.74,118.41,120.69,130.15,96.46,103.18,138.46,114.45,100.65,122.43,118.19,147.76,105.77,91.25,113.3,115.6,128.7,121.36,113.03,162.72,106.76,113.3,101.82,121.14,133.31,125.38,141.58
09-1995,117.4,121.9,123.36,121.35,85.97,148.13,91.79,92.83,100.04,110.82,114.4,113.2,95.12,129.16,137.62,119.47,121.08,122.78,122.1,129.44,100.45,103.25,98.16,124.48,119.09,119.33,119.11,155.06,118.72,121.76,130.31,96.06,102.49,137.82,114.31,99.8,122.66,118.46,147.96,105.64,91.72,113.2,115.15,129.54,121.91,113.11,163.16,106.46,113.2,99.47,120.94,133.43,125.09,142.56
10-1995,116.97,121.86,123.43,121.44,85.49,148.22,91.37,93.31,99.74,110.64,114.78,113.1,95.85,129,137.56,119.3,121.19,123.18,122.68,129.76,100.36,102.88,97.15,124.98,119.23,119.27,119.44,154.37,119.04,122.83,130.47,95.67,101.8,137.17,114.17,98.96,122.89,118.73,148.17,105.51,92.2,113.1,114.7,130.38,122.46,113.19,163.59,106.17,113.1,97.13,120.75,133.55,124.8,143.54
11-1995,116.53,121.82,123.51,121.53,85.02,148.32,90.94,93.79,99.43,110.46,115.17,113,96.58,128.83,137.5,119.12,121.29,123.59,123.27,130.07,100.26,102.51,96.15,125.47,119.38,119.2,119.77,153.69,119.35,123.91,130.63,95.28,101.1,136.52,114.02,98.11,123.13,119.01,148.37,105.38,92.67,113,114.24,131.22,123,113.27,164.03,105.88,113,94.79,120.56,133.68,124.52,144.52
12-1995,118.16,122.1,123.71,122.1,85,148.75,90.75,93.64,99.63,110.67,115.53,113.2,93.83,129.32,137.15,119.33,121.51,123.58,123.16,130.8,100.37,102.69,97.97,126.2,119.41,119.49,119.74,153.73,119.87,123.7,130.89,95.39,101.09,136.62,113.99,98.46,123.46,118.78,149.35,105.16,91.79,113.2,115.25,131.96,123.24,113.31,165.43,106.22,113.2,98.48,120.63,133.66,125.41,144.3
01-1996,119.78,122.38,123.9,122.68,84.99,149.18,90.56,93.5,99.83,110.89,115.89,113.4,91.08,129.82,136.8,119.54,121.72,123.57,123.06,131.54,100.47,102.87,99.8,126.93,119.44,119.78,119.7,153.76,120.38,123.49,131.14,95.51,101.08,136.72,113.96,98.8,123.8,118.56,150.32,104.93,90.91,113.4,116.26,132.7,123.47,113.35,166.83,106.57,113.4,102.16,120.7,133.64,126.31,144.08
02-1996,121.41,122.66,124.1,123.26,84.97,149.61,90.37,93.36,100.03,111.1,116.26,113.6,88.34,130.31,136.45,119.74,121.94,123.57,122.95,132.27,100.58,103.05,101.63,127.66,119.47,120.07,119.66,153.8,120.9,123.28,131.4,95.62,101.06,136.83,113.92,99.14,124.13,118.33,151.29,104.7,90.02,113.6,117.27,133.44,123.71,113.39,168.24,106.92,113.6,105.85,120.77,133.62,127.2,143.86
03-1996,121.26,123.63,124.81,123.81,85.01,150.97,90.96,94.15,99.75,111.46,116.81,114.2,90.67,130.98,137.19,120.6,123.03,124.62,123.77,132.88,101.53,103.08,101.06,129.11,120.72,120.88,120.25,155.16,121.3,123.61,132.64,95.91,101.73,138.05,114.6,99.33,125.12,119.45,152.8,105.33,90.6,114.2,117.74,133.59,124.49,113.88,169.65,107.25,114.2,104.8,121.65,134.98,126.95,144.86
04-1996,121.12,124.6,125.52,124.37,85.05,152.33,91.55,94.95,99.46,111.82,117.36,114.9,93,131.65,137.93,121.47,124.12,125.68,124.58,133.5,102.49,103.12,100.49,130.56,121.97,121.69,120.84,156.51,121.7,123.94,133.89,96.21,102.4,139.27,115.28,99.53,126.11,120.56,154.32,105.96,91.18,114.9,118.21,133.74,125.26,114.37,171.07,107.58,114.9,103.75,122.52,136.34,126.7,145.86
05-1996,120.97,125.57,126.23,124.92,85.1,153.69,92.15,95.75,99.17,112.18,117.91,115.5,95.34,132.32,138.67,122.33,125.21,126.73,125.39,134.11,103.45,103.15,99.92,132.01,123.22,122.5,121.43,157.86,122.1,124.27,135.13,96.5,103.06,140.49,115.96,99.72,127.1,121.68,155.83,106.59,91.76,115.5,118.68,133.89,126.04,114.85,172.48,107.91,115.5,102.71,123.39,137.7,126.44,146.86
06-1996,120.79,125.64,125.89,125.41,85.24,154.15,92.15,94.78,100.08,112.48,118.37,115.8,93.06,132.94,139.08,122.41,125.4,127.15,126.02,134.31,103.81,103.31,100.85,132.71,123.48,123.02,122.41,159,122.92,125.68,135.78,97.81,103.15,140.03,116.1,100.09,127.3,121.84,156.53,106.85,91.89,115.8,118.76,135.28,126.75,115.18,173.29,108.16,115.8,102.12,123.66,137.8,128.07,147.53
07-1996,120.61,125.71,125.54,125.9,85.38,154.61,92.15,93.82,100.98,112.79,118.82,116.1,90.77,133.56,139.48,122.5,125.59,127.57,126.65,134.5,104.16,103.46,101.79,133.41,123.73,123.53,123.38,160.13,123.74,127.09,136.42,99.12,103.24,139.58,116.25,100.47,127.5,122,157.22,107.11,92.03,116.1,118.83,136.67,127.46,115.51,174.09,108.4,116.1,101.53,123.92,137.9,129.69,148.19
08-1996,120.42,125.77,125.2,126.39,85.53,155.08,92.15,92.86,101.89,113.09,119.28,116.5,88.49,134.18,139.88,122.58,125.78,127.99,127.28,134.7,104.52,103.62,102.72,134.11,123.99,124.05,124.36,161.26,124.56,128.51,137.07,100.43,103.32,139.13,116.4,100.84,127.69,122.16,157.91,107.36,92.16,116.5,118.91,138.07,128.17,115.84,174.9,108.65,116.5,100.93,124.19,138,131.32,148.85
09-1996,121.43,126.07,125.52,126.32,85.47,155.46,91.67,94.87,101.36,112.85,119.2,116.4,89.36,133.96,140.01,122.64,126.12,127.75,127.3,135.08,104.73,103.27,101.94,134.39,124.25,124.02,124.26,160.12,124.54,127.77,136.93,99.43,102.95,138.68,116.25,100.34,127.76,122.2,158.27,106.98,91.48,116.4,120.13,137.46,128.1,115.63,175.26,108.44,116.4,101.35,123.86,137.9,129.11,147.74
10-1996,122.43,126.36,125.84,126.24,85.4,155.85,91.19,96.89,100.84,112.6,119.12,116.3,90.22,133.74,140.13,122.69,126.46,127.51,127.32,135.46,104.95,102.92,101.15,134.68,124.52,123.99,124.17,158.98,124.53,127.03,136.8,98.44,102.57,138.23,116.1,99.83,127.82,122.25,158.63,106.6,90.8,116.3,121.36,136.85,128.02,115.42,175.63,108.23,116.3,101.77,123.53,137.8,126.89,146.62
11-1996,123.44,126.65,126.17,126.17,85.34,156.23,90.72,98.91,100.31,112.35,119.04,116.2,91.09,133.51,140.25,122.75,126.8,127.27,127.34,135.85,105.16,102.57,100.36,134.96,124.79,123.97,124.08,157.84,124.51,126.3,136.66,97.45,102.2,137.77,115.94,99.32,127.89,122.29,158.99,106.22,90.12,116.2,122.59,136.24,127.95,115.21,176,108.03,116.2,102.18,123.2,137.7,124.68,145.51
12-1996,123.19,127.11,126.5,126.51,85,156.43,90.61,94.86,100.35,112.96,119.72,116.3,87.87,133.64,139.74,122.5,126.45,127.27,127.99,136.27,104.65,102.91,100.37,135.57,124.82,124.4,124.14,159.22,124.91,126.32,137.25,97.85,102.07,138.03,116.11,98.97,127.99,122.24,160.22,106.27,90.42,116.3,122.47,135.98,128.45,115.21,175.62,108.49,116.3,101.66,123.59,137.9,125.41,145.57
01-1997,122.94,127.57,126.83,126.85,84.67,156.64,90.5,90.82,100.4,113.57,120.4,116.4,84.66,133.77,139.22,122.25,126.1,127.27,128.64,136.69,104.13,103.24,100.38,136.17,124.84,124.83,124.21,160.6,125.31,126.35,137.83,98.25,101.94,138.29,116.28,98.62,128.1,122.18,161.46,106.32,90.72,116.4,122.36,135.72,128.95,115.2,175.24,108.95,116.4,101.13,123.99,138.1,126.13,145.64
02-1997,122.69,128.03,127.16,127.2,84.33,156.84,90.39,86.77,100.44,114.18,121.08,116.4,81.44,133.9,138.7,122,125.75,127.27,129.3,137.12,103.61,103.57,100.39,136.77,124.87,125.26,124.27,161.98,125.71,126.38,138.42,98.65,101.82,138.55,116.44,98.27,128.2,122.12,162.69,106.37,91.02,116.4,122.25,135.46,129.45,115.2,174.86,109.41,116.4,100.61,124.39,138.3,126.86,145.7
